CardNumber,Transaction_ID,Transaction_Amount,Transaction_Frequency,Time_of_Day,IP_Risk_Score,Device_Risk_Score,Account_Age_Days,Declined_Transactions,High_Risk_Country,Multiple_Logins_Different_IPs,Velocity_Transactions_24h,Unusual_Spending_Pattern,FraudIndicator,Fraud_Summary,text_for_embedding
4000707623027059,T100504,29224,6,00:30,0.28,0.67,1566,3,0,1,13,0,Fraud,Transaction of ₹29224 from card 4000707623027059 at 00:30   and multiple logins detected. Marked as Fraud.,4000707623027059 | T100504 | 29224 | 6 | 00:30 | 0.28 | 0.67 | 1566 | 3 | 0 | 1 | 13 | 0
4000480237414389,T100505,95535,7,00:30,0.8,0.78,1785,1,0,1,13,1,Fraud,Transaction of ₹95535 from card 4000480237414389 at 00:30  with unusual spending and multiple logins detected. Marked as Fraud.,4000480237414389 | T100505 | 95535 | 7 | 00:30 | 0.8 | 0.78 | 1785 | 1 | 0 | 1 | 13 | 1
4000704499189734,T100506,44019,14,00:30,0.93,0.86,1962,3,0,0,14,1,Fraud,Transaction of ₹44019 from card 4000704499189734 at 00:30  with unusual spending . Marked as Fraud.,4000704499189734 | T100506 | 44019 | 14 | 00:30 | 0.93 | 0.86 | 1962 | 3 | 0 | 0 | 14 | 1
4000487967794459,T100507,35347,11,00:30,0.41,0.31,33,3,1,0,8,0,Fraud,Transaction of ₹35347 from card 4000487967794459 at 00:30 from high-risk country  . Marked as Fraud.,4000487967794459 | T100507 | 35347 | 11 | 00:30 | 0.41 | 0.31 | 33 | 3 | 1 | 0 | 8 | 0
4000601234945339,T100508,94858,13,02:15,0.91,0.54,1994,2,0,0,11,0,Fraud,Transaction of ₹94858 from card 4000601234945339 at 02:15   . Marked as Fraud.,4000601234945339 | T100508 | 94858 | 13 | 02:15 | 0.91 | 0.54 | 1994 | 2 | 0 | 0 | 11 | 0
4000436171026274,T100509,91847,2,12:30,0.32,0.84,1253,4,0,0,2,0,Fraud,Transaction of ₹91847 from card 4000436171026274 at 12:30   . Marked as Fraud.,4000436171026274 | T100509 | 91847 | 2 | 12:30 | 0.32 | 0.84 | 1253 | 4 | 0 | 0 | 2 | 0
4000354482841033,T100510,62852,7,16:00,0.48,0.99,1548,2,0,0,8,0,Fraud,Transaction of ₹62852 from card 4000354482841033 at 16:00   . Marked as Fraud.,4000354482841033 | T100510 | 62852 | 7 | 16:00 | 0.48 | 0.99 | 1548 | 2 | 0 | 0 | 8 | 0
4000890792195524,T100511,56673,4,00:30,0.23,0.89,1654,2,0,1,4,0,Fraud,Transaction of ₹56673 from card 4000890792195524 at 00:30   and multiple logins detected. Marked as Fraud.,4000890792195524 | T100511 | 56673 | 4 | 00:30 | 0.23 | 0.89 | 1654 | 2 | 0 | 1 | 4 | 0
4000444424526913,T100512,59201,8,02:15,0.64,0.37,862,3,0,1,10,0,Fraud,Transaction of ₹59201 from card 4000444424526913 at 02:15   and multiple logins detected. Marked as Fraud.,4000444424526913 | T100512 | 59201 | 8 | 02:15 | 0.64 | 0.37 | 862 | 3 | 0 | 1 | 10 | 0
4000916557269948,T100513,26746,19,02:15,0.98,0.2,155,2,0,0,10,0,Fraud,Transaction of ₹26746 from card 4000916557269948 at 02:15   . Marked as Fraud.,4000916557269948 | T100513 | 26746 | 19 | 02:15 | 0.98 | 0.2 | 155 | 2 | 0 | 0 | 10 | 0
4000859187823548,T100514,23149,13,02:15,0.6,0.49,1447,4,0,0,1,0,Not Fraud,Transaction of ₹23149 from card 4000859187823548 at 02:15   . Marked as Not Fraud.,4000859187823548 | T100514 | 23149 | 13 | 02:15 | 0.6 | 0.49 | 1447 | 4 | 0 | 0 | 1 | 0
4000311248610042,T100515,79705,14,12:30,0.36,0.74,905,2,0,1,13,0,Fraud,Transaction of ₹79705 from card 4000311248610042 at 12:30   and multiple logins detected. Marked as Fraud.,4000311248610042 | T100515 | 79705 | 14 | 12:30 | 0.36 | 0.74 | 905 | 2 | 0 | 1 | 13 | 0
4000912678183898,T100516,98216,10,16:00,0.65,0.49,1270,4,1,0,5,1,Fraud,Transaction of ₹98216 from card 4000912678183898 at 16:00 from high-risk country with unusual spending . Marked as Fraud.,4000912678183898 | T100516 | 98216 | 10 | 16:00 | 0.65 | 0.49 | 1270 | 4 | 1 | 0 | 5 | 1
4000402727327810,T100517,97479,11,12:30,0.12,0.48,405,2,0,0,13,0,Fraud,Transaction of ₹97479 from card 4000402727327810 at 12:30   . Marked as Fraud.,4000402727327810 | T100517 | 97479 | 11 | 12:30 | 0.12 | 0.48 | 405 | 2 | 0 | 0 | 13 | 0
4000747357163267,T100518,68485,2,08:45,0.89,0.84,844,4,1,0,1,0,Fraud,Transaction of ₹68485 from card 4000747357163267 at 08:45 from high-risk country  . Marked as Fraud.,4000747357163267 | T100518 | 68485 | 2 | 08:45 | 0.89 | 0.84 | 844 | 4 | 1 | 0 | 1 | 0
4000937418150636,T100519,40258,9,23:50,0.5,0.36,1783,2,0,0,7,0,Not Fraud,Transaction of ₹40258 from card 4000937418150636 at 23:50   . Marked as Not Fraud.,4000937418150636 | T100519 | 40258 | 9 | 23:50 | 0.5 | 0.36 | 1783 | 2 | 0 | 0 | 7 | 0
4000755088327187,T100520,65517,17,02:15,0.45,0.86,1565,2,0,0,8,0,Fraud,Transaction of ₹65517 from card 4000755088327187 at 02:15   . Marked as Fraud.,4000755088327187 | T100520 | 65517 | 17 | 02:15 | 0.45 | 0.86 | 1565 | 2 | 0 | 0 | 8 | 0
4000422956275865,T100521,23389,3,08:45,0.59,0.41,1185,1,0,0,3,1,Fraud,Transaction of ₹23389 from card 4000422956275865 at 08:45  with unusual spending . Marked as Fraud.,4000422956275865 | T100521 | 23389 | 3 | 08:45 | 0.59 | 0.41 | 1185 | 1 | 0 | 0 | 3 | 1
4000496114023998,T100522,9923,6,20:15,0.62,0.33,747,4,0,0,3,0,Not Fraud,Transaction of ₹9923 from card 4000496114023998 at 20:15   . Marked as Not Fraud.,4000496114023998 | T100522 | 9923 | 6 | 20:15 | 0.62 | 0.33 | 747 | 4 | 0 | 0 | 3 | 0
4000431483177363,T100523,60260,5,00:30,0.07,0.45,1726,4,0,0,7,0,Fraud,Transaction of ₹60260 from card 4000431483177363 at 00:30   . Marked as Fraud.,4000431483177363 | T100523 | 60260 | 5 | 00:30 | 0.07 | 0.45 | 1726 | 4 | 0 | 0 | 7 | 0
4000877449847333,T100524,42075,5,23:50,0.68,0.76,1141,4,0,0,4,1,Fraud,Transaction of ₹42075 from card 4000877449847333 at 23:50  with unusual spending . Marked as Fraud.,4000877449847333 | T100524 | 42075 | 5 | 23:50 | 0.68 | 0.76 | 1141 | 4 | 0 | 0 | 4 | 1
4000239733046225,T100525,9640,15,00:30,0.24,0.13,271,0,0,0,3,1,Fraud,Transaction of ₹9640 from card 4000239733046225 at 00:30  with unusual spending . Marked as Fraud.,4000239733046225 | T100525 | 9640 | 15 | 00:30 | 0.24 | 0.13 | 271 | 0 | 0 | 0 | 3 | 1
4000148422798459,T100526,16464,17,12:30,0.71,0.2,770,2,0,0,8,0,Not Fraud,Transaction of ₹16464 from card 4000148422798459 at 12:30   . Marked as Not Fraud.,4000148422798459 | T100526 | 16464 | 17 | 12:30 | 0.71 | 0.2 | 770 | 2 | 0 | 0 | 8 | 0
4000160019139722,T100527,4711,9,23:50,0.82,0.95,1716,4,0,0,3,1,Fraud,Transaction of ₹4711 from card 4000160019139722 at 23:50  with unusual spending . Marked as Fraud.,4000160019139722 | T100527 | 4711 | 9 | 23:50 | 0.82 | 0.95 | 1716 | 4 | 0 | 0 | 3 | 1
4000420204238564,T100528,27763,3,16:00,0.8,0.18,1511,0,0,1,13,0,Fraud,Transaction of ₹27763 from card 4000420204238564 at 16:00   and multiple logins detected. Marked as Fraud.,4000420204238564 | T100528 | 27763 | 3 | 16:00 | 0.8 | 0.18 | 1511 | 0 | 0 | 1 | 13 | 0
4000800622035522,T100529,52091,17,08:45,0.55,0.57,1909,1,0,0,14,0,Fraud,Transaction of ₹52091 from card 4000800622035522 at 08:45   . Marked as Fraud.,4000800622035522 | T100529 | 52091 | 17 | 08:45 | 0.55 | 0.57 | 1909 | 1 | 0 | 0 | 14 | 0
4000928363733258,T100530,57779,10,16:00,0.52,0.58,172,4,0,0,7,0,Fraud,Transaction of ₹57779 from card 4000928363733258 at 16:00   . Marked as Fraud.,4000928363733258 | T100530 | 57779 | 10 | 16:00 | 0.52 | 0.58 | 172 | 4 | 0 | 0 | 7 | 0
4000213777457648,T100531,31077,3,12:30,0.14,0.49,1974,4,1,1,2,0,Fraud,Transaction of ₹31077 from card 4000213777457648 at 12:30 from high-risk country  and multiple logins detected. Marked as Fraud.,4000213777457648 | T100531 | 31077 | 3 | 12:30 | 0.14 | 0.49 | 1974 | 4 | 1 | 1 | 2 | 0
4000116633204627,T100532,94804,18,00:30,0.78,0.64,274,0,0,0,11,1,Fraud,Transaction of ₹94804 from card 4000116633204627 at 00:30  with unusual spending . Marked as Fraud.,4000116633204627 | T100532 | 94804 | 18 | 00:30 | 0.78 | 0.64 | 274 | 0 | 0 | 0 | 11 | 1
4000411703232379,T100533,49215,18,23:50,0.27,0.23,259,2,0,0,11,0,Not Fraud,Transaction of ₹49215 from card 4000411703232379 at 23:50   . Marked as Not Fraud.,4000411703232379 | T100533 | 49215 | 18 | 23:50 | 0.27 | 0.23 | 259 | 2 | 0 | 0 | 11 | 0
4000626002054624,T100534,91107,17,16:00,0.5,0.55,1159,1,0,0,1,0,Fraud,Transaction of ₹91107 from card 4000626002054624 at 16:00   . Marked as Fraud.,4000626002054624 | T100534 | 91107 | 17 | 16:00 | 0.5 | 0.55 | 1159 | 1 | 0 | 0 | 1 | 0
4000475553953855,T100535,88323,3,16:00,0.28,0.37,1707,4,0,0,12,1,Fraud,Transaction of ₹88323 from card 4000475553953855 at 16:00  with unusual spending . Marked as Fraud.,4000475553953855 | T100535 | 88323 | 3 | 16:00 | 0.28 | 0.37 | 1707 | 4 | 0 | 0 | 12 | 1
4000375098568281,T100536,60990,3,00:30,0.13,0.66,1746,2,1,0,6,0,Fraud,Transaction of ₹60990 from card 4000375098568281 at 00:30 from high-risk country  . Marked as Fraud.,4000375098568281 | T100536 | 60990 | 3 | 00:30 | 0.13 | 0.66 | 1746 | 2 | 1 | 0 | 6 | 0
4000226605882836,T100537,66487,6,23:50,0.63,0.14,1772,1,0,1,8,1,Fraud,Transaction of ₹66487 from card 4000226605882836 at 23:50  with unusual spending and multiple logins detected. Marked as Fraud.,4000226605882836 | T100537 | 66487 | 6 | 23:50 | 0.63 | 0.14 | 1772 | 1 | 0 | 1 | 8 | 1
4000172250436572,T100538,18171,13,08:45,0.05,0.57,422,3,0,0,1,1,Fraud,Transaction of ₹18171 from card 4000172250436572 at 08:45  with unusual spending . Marked as Fraud.,4000172250436572 | T100538 | 18171 | 13 | 08:45 | 0.05 | 0.57 | 422 | 3 | 0 | 0 | 1 | 1
4000638591937347,T100539,59375,15,00:30,0.75,0.19,1445,3,0,0,13,0,Fraud,Transaction of ₹59375 from card 4000638591937347 at 00:30   . Marked as Fraud.,4000638591937347 | T100539 | 59375 | 15 | 00:30 | 0.75 | 0.19 | 1445 | 3 | 0 | 0 | 13 | 0
4000731678373015,T100540,72469,9,16:00,0.32,0.28,1210,1,0,1,10,0,Fraud,Transaction of ₹72469 from card 4000731678373015 at 16:00   and multiple logins detected. Marked as Fraud.,4000731678373015 | T100540 | 72469 | 9 | 16:00 | 0.32 | 0.28 | 1210 | 1 | 0 | 1 | 10 | 0
4000854322725516,T100541,12038,4,08:45,0.0,0.22,1953,0,1,0,12,0,Fraud,Transaction of ₹12038 from card 4000854322725516 at 08:45 from high-risk country  . Marked as Fraud.,4000854322725516 | T100541 | 12038 | 4 | 08:45 | 0.0 | 0.22 | 1953 | 0 | 1 | 0 | 12 | 0
4000263439006465,T100542,35295,14,08:45,0.51,0.18,364,1,0,0,9,0,Not Fraud,Transaction of ₹35295 from card 4000263439006465 at 08:45   . Marked as Not Fraud.,4000263439006465 | T100542 | 35295 | 14 | 08:45 | 0.51 | 0.18 | 364 | 1 | 0 | 0 | 9 | 0
4000989699029003,T100543,91780,5,00:30,0.05,0.83,1979,1,0,0,3,0,Fraud,Transaction of ₹91780 from card 4000989699029003 at 00:30   . Marked as Fraud.,4000989699029003 | T100543 | 91780 | 5 | 00:30 | 0.05 | 0.83 | 1979 | 1 | 0 | 0 | 3 | 0
4000191499276830,T100544,4100,2,16:00,0.28,0.29,1631,0,0,0,3,0,Not Fraud,Transaction of ₹4100 from card 4000191499276830 at 16:00   . Marked as Not Fraud.,4000191499276830 | T100544 | 4100 | 2 | 16:00 | 0.28 | 0.29 | 1631 | 0 | 0 | 0 | 3 | 0
4000374851785492,T100545,70688,11,12:30,0.71,0.93,378,0,0,0,4,1,Fraud,Transaction of ₹70688 from card 4000374851785492 at 12:30  with unusual spending . Marked as Fraud.,4000374851785492 | T100545 | 70688 | 11 | 12:30 | 0.71 | 0.93 | 378 | 0 | 0 | 0 | 4 | 1
4000710394101616,T100546,93710,9,16:00,0.06,0.97,1547,2,0,0,11,0,Fraud,Transaction of ₹93710 from card 4000710394101616 at 16:00   . Marked as Fraud.,4000710394101616 | T100546 | 93710 | 9 | 16:00 | 0.06 | 0.97 | 1547 | 2 | 0 | 0 | 11 | 0
4000558549792976,T100547,97956,3,02:15,0.84,0.57,580,2,0,0,1,0,Fraud,Transaction of ₹97956 from card 4000558549792976 at 02:15   . Marked as Fraud.,4000558549792976 | T100547 | 97956 | 3 | 02:15 | 0.84 | 0.57 | 580 | 2 | 0 | 0 | 1 | 0
4000755439143467,T100548,38404,9,23:50,0.0,0.14,891,0,0,0,9,0,Not Fraud,Transaction of ₹38404 from card 4000755439143467 at 23:50   . Marked as Not Fraud.,4000755439143467 | T100548 | 38404 | 9 | 23:50 | 0.0 | 0.14 | 891 | 0 | 0 | 0 | 9 | 0
4000782001038753,T100549,69549,3,20:15,0.25,0.37,722,3,0,0,11,0,Fraud,Transaction of ₹69549 from card 4000782001038753 at 20:15   . Marked as Fraud.,4000782001038753 | T100549 | 69549 | 3 | 20:15 | 0.25 | 0.37 | 722 | 3 | 0 | 0 | 11 | 0
4000951372843466,T100550,83086,2,12:30,0.74,0.8,1220,3,0,0,3,1,Fraud,Transaction of ₹83086 from card 4000951372843466 at 12:30  with unusual spending . Marked as Fraud.,4000951372843466 | T100550 | 83086 | 2 | 12:30 | 0.74 | 0.8 | 1220 | 3 | 0 | 0 | 3 | 1
4000518856259659,T100551,89743,12,08:45,0.32,0.37,881,1,0,0,13,0,Fraud,Transaction of ₹89743 from card 4000518856259659 at 08:45   . Marked as Fraud.,4000518856259659 | T100551 | 89743 | 12 | 08:45 | 0.32 | 0.37 | 881 | 1 | 0 | 0 | 13 | 0
4000428318986734,T100552,20864,10,12:30,0.1,0.09,1122,4,0,0,10,0,Not Fraud,Transaction of ₹20864 from card 4000428318986734 at 12:30   . Marked as Not Fraud.,4000428318986734 | T100552 | 20864 | 10 | 12:30 | 0.1 | 0.09 | 1122 | 4 | 0 | 0 | 10 | 0
4000747939482105,T100553,86127,9,23:50,0.36,0.56,605,1,1,0,4,0,Fraud,Transaction of ₹86127 from card 4000747939482105 at 23:50 from high-risk country  . Marked as Fraud.,4000747939482105 | T100553 | 86127 | 9 | 23:50 | 0.36 | 0.56 | 605 | 1 | 1 | 0 | 4 | 0
4000572403587152,T100554,38594,15,08:45,0.27,0.85,22,1,0,1,1,0,Fraud,Transaction of ₹38594 from card 4000572403587152 at 08:45   and multiple logins detected. Marked as Fraud.,4000572403587152 | T100554 | 38594 | 15 | 08:45 | 0.27 | 0.85 | 22 | 1 | 0 | 1 | 1 | 0
4000724081856069,T100555,3473,8,23:50,0.84,0.8,1474,4,0,0,4,0,Fraud,Transaction of ₹3473 from card 4000724081856069 at 23:50   . Marked as Fraud.,4000724081856069 | T100555 | 3473 | 8 | 23:50 | 0.84 | 0.8 | 1474 | 4 | 0 | 0 | 4 | 0
4000167091801483,T100556,12261,5,08:45,0.31,0.18,1196,0,0,0,13,0,Not Fraud,Transaction of ₹12261 from card 4000167091801483 at 08:45   . Marked as Not Fraud.,4000167091801483 | T100556 | 12261 | 5 | 08:45 | 0.31 | 0.18 | 1196 | 0 | 0 | 0 | 13 | 0
4000210552841781,T100557,97632,11,12:30,0.79,0.67,383,3,0,0,1,0,Fraud,Transaction of ₹97632 from card 4000210552841781 at 12:30   . Marked as Fraud.,4000210552841781 | T100557 | 97632 | 11 | 12:30 | 0.79 | 0.67 | 383 | 3 | 0 | 0 | 1 | 0
4000941588491630,T100558,92758,2,08:45,0.89,0.22,134,1,0,0,5,1,Fraud,Transaction of ₹92758 from card 4000941588491630 at 08:45  with unusual spending . Marked as Fraud.,4000941588491630 | T100558 | 92758 | 2 | 08:45 | 0.89 | 0.22 | 134 | 1 | 0 | 0 | 5 | 1
4000788087209613,T100559,27450,15,08:45,0.43,0.22,1450,4,0,0,5,1,Fraud,Transaction of ₹27450 from card 4000788087209613 at 08:45  with unusual spending . Marked as Fraud.,4000788087209613 | T100559 | 27450 | 15 | 08:45 | 0.43 | 0.22 | 1450 | 4 | 0 | 0 | 5 | 1
4000388669155156,T100560,93108,6,02:15,0.91,0.87,1049,2,0,0,14,0,Fraud,Transaction of ₹93108 from card 4000388669155156 at 02:15   . Marked as Fraud.,4000388669155156 | T100560 | 93108 | 6 | 02:15 | 0.91 | 0.87 | 1049 | 2 | 0 | 0 | 14 | 0
4000188735863186,T100561,94397,8,16:00,0.38,0.25,503,1,0,1,11,1,Fraud,Transaction of ₹94397 from card 4000188735863186 at 16:00  with unusual spending and multiple logins detected. Marked as Fraud.,4000188735863186 | T100561 | 94397 | 8 | 16:00 | 0.38 | 0.25 | 503 | 1 | 0 | 1 | 11 | 1
4000362667560128,T100562,25451,5,16:00,0.96,0.26,1209,3,0,0,7,0,Fraud,Transaction of ₹25451 from card 4000362667560128 at 16:00   . Marked as Fraud.,4000362667560128 | T100562 | 25451 | 5 | 16:00 | 0.96 | 0.26 | 1209 | 3 | 0 | 0 | 7 | 0
4000706336912249,T100563,88768,16,20:15,0.09,0.0,1109,0,0,0,14,0,Fraud,Transaction of ₹88768 from card 4000706336912249 at 20:15   . Marked as Fraud.,4000706336912249 | T100563 | 88768 | 16 | 20:15 | 0.09 | 0.0 | 1109 | 0 | 0 | 0 | 14 | 0
4000272121093022,T100564,15405,18,20:15,0.69,0.87,1591,1,1,0,8,0,Fraud,Transaction of ₹15405 from card 4000272121093022 at 20:15 from high-risk country  . Marked as Fraud.,4000272121093022 | T100564 | 15405 | 18 | 20:15 | 0.69 | 0.87 | 1591 | 1 | 1 | 0 | 8 | 0
4000546688090938,T100565,75453,6,02:15,0.49,0.79,1787,1,0,0,4,0,Fraud,Transaction of ₹75453 from card 4000546688090938 at 02:15   . Marked as Fraud.,4000546688090938 | T100565 | 75453 | 6 | 02:15 | 0.49 | 0.79 | 1787 | 1 | 0 | 0 | 4 | 0
4000857849142762,T100566,76897,5,20:15,0.39,0.63,144,4,0,0,7,0,Fraud,Transaction of ₹76897 from card 4000857849142762 at 20:15   . Marked as Fraud.,4000857849142762 | T100566 | 76897 | 5 | 20:15 | 0.39 | 0.63 | 144 | 4 | 0 | 0 | 7 | 0
4000617946475170,T100567,66053,16,23:50,0.63,0.75,1887,2,0,0,4,0,Fraud,Transaction of ₹66053 from card 4000617946475170 at 23:50   . Marked as Fraud.,4000617946475170 | T100567 | 66053 | 16 | 23:50 | 0.63 | 0.75 | 1887 | 2 | 0 | 0 | 4 | 0
4000135610687504,T100568,57558,13,12:30,0.7,0.15,1934,2,0,1,3,0,Fraud,Transaction of ₹57558 from card 4000135610687504 at 12:30   and multiple logins detected. Marked as Fraud.,4000135610687504 | T100568 | 57558 | 13 | 12:30 | 0.7 | 0.15 | 1934 | 2 | 0 | 1 | 3 | 0
4000414526795461,T100569,20458,5,00:30,0.0,0.46,1703,0,0,0,6,1,Fraud,Transaction of ₹20458 from card 4000414526795461 at 00:30  with unusual spending . Marked as Fraud.,4000414526795461 | T100569 | 20458 | 5 | 00:30 | 0.0 | 0.46 | 1703 | 0 | 0 | 0 | 6 | 1
4000412273997497,T100570,3367,13,23:50,0.17,0.35,1436,3,0,0,4,0,Not Fraud,Transaction of ₹3367 from card 4000412273997497 at 23:50   . Marked as Not Fraud.,4000412273997497 | T100570 | 3367 | 13 | 23:50 | 0.17 | 0.35 | 1436 | 3 | 0 | 0 | 4 | 0
4000179259461026,T100571,82845,17,00:30,0.71,0.09,224,0,0,0,14,0,Fraud,Transaction of ₹82845 from card 4000179259461026 at 00:30   . Marked as Fraud.,4000179259461026 | T100571 | 82845 | 17 | 00:30 | 0.71 | 0.09 | 224 | 0 | 0 | 0 | 14 | 0
4000356355366221,T100572,89688,18,00:30,0.67,0.49,220,1,0,0,3,1,Fraud,Transaction of ₹89688 from card 4000356355366221 at 00:30  with unusual spending . Marked as Fraud.,4000356355366221 | T100572 | 89688 | 18 | 00:30 | 0.67 | 0.49 | 220 | 1 | 0 | 0 | 3 | 1
4000391730976567,T100573,38613,8,02:15,0.97,0.92,179,1,0,0,9,0,Fraud,Transaction of ₹38613 from card 4000391730976567 at 02:15   . Marked as Fraud.,4000391730976567 | T100573 | 38613 | 8 | 02:15 | 0.97 | 0.92 | 179 | 1 | 0 | 0 | 9 | 0
4000970967089400,T100574,26192,13,23:50,0.76,0.04,1655,2,0,0,5,0,Not Fraud,Transaction of ₹26192 from card 4000970967089400 at 23:50   . Marked as Not Fraud.,4000970967089400 | T100574 | 26192 | 13 | 23:50 | 0.76 | 0.04 | 1655 | 2 | 0 | 0 | 5 | 0
4000746929698088,T100575,11438,19,02:15,0.95,0.29,433,3,0,0,13,1,Fraud,Transaction of ₹11438 from card 4000746929698088 at 02:15  with unusual spending . Marked as Fraud.,4000746929698088 | T100575 | 11438 | 19 | 02:15 | 0.95 | 0.29 | 433 | 3 | 0 | 0 | 13 | 1
4000983308055200,T100576,512,3,08:45,0.7,0.21,265,4,0,0,14,0,Not Fraud,Transaction of ₹512 from card 4000983308055200 at 08:45   . Marked as Not Fraud.,4000983308055200 | T100576 | 512 | 3 | 08:45 | 0.7 | 0.21 | 265 | 4 | 0 | 0 | 14 | 0
4000318758440317,T100577,7643,8,00:30,0.3,0.24,954,3,0,0,7,0,Not Fraud,Transaction of ₹7643 from card 4000318758440317 at 00:30   . Marked as Not Fraud.,4000318758440317 | T100577 | 7643 | 8 | 00:30 | 0.3 | 0.24 | 954 | 3 | 0 | 0 | 7 | 0
4000226380009561,T100578,33596,2,12:30,0.11,0.91,429,1,0,0,12,0,Fraud,Transaction of ₹33596 from card 4000226380009561 at 12:30   . Marked as Fraud.,4000226380009561 | T100578 | 33596 | 2 | 12:30 | 0.11 | 0.91 | 429 | 1 | 0 | 0 | 12 | 0
4000347152013493,T100579,60792,8,20:15,0.78,0.47,1686,4,0,1,14,1,Fraud,Transaction of ₹60792 from card 4000347152013493 at 20:15  with unusual spending and multiple logins detected. Marked as Fraud.,4000347152013493 | T100579 | 60792 | 8 | 20:15 | 0.78 | 0.47 | 1686 | 4 | 0 | 1 | 14 | 1
4000265990327202,T100580,89184,13,12:30,0.64,0.47,416,3,0,0,6,0,Fraud,Transaction of ₹89184 from card 4000265990327202 at 12:30   . Marked as Fraud.,4000265990327202 | T100580 | 89184 | 13 | 12:30 | 0.64 | 0.47 | 416 | 3 | 0 | 0 | 6 | 0
4000395959373593,T100581,93020,13,20:15,0.05,0.76,1477,3,1,0,10,1,Fraud,Transaction of ₹93020 from card 4000395959373593 at 20:15 from high-risk country with unusual spending . Marked as Fraud.,4000395959373593 | T100581 | 93020 | 13 | 20:15 | 0.05 | 0.76 | 1477 | 3 | 1 | 0 | 10 | 1
4000258169176459,T100582,44525,1,00:30,0.36,0.15,727,4,0,1,5,0,Fraud,Transaction of ₹44525 from card 4000258169176459 at 00:30   and multiple logins detected. Marked as Fraud.,4000258169176459 | T100582 | 44525 | 1 | 00:30 | 0.36 | 0.15 | 727 | 4 | 0 | 1 | 5 | 0
4000164731212366,T100583,38856,6,00:30,0.96,0.49,197,1,0,0,7,0,Fraud,Transaction of ₹38856 from card 4000164731212366 at 00:30   . Marked as Fraud.,4000164731212366 | T100583 | 38856 | 6 | 00:30 | 0.96 | 0.49 | 197 | 1 | 0 | 0 | 7 | 0
4000968296026728,T100584,18988,19,00:30,0.5,0.43,1578,3,0,0,11,1,Fraud,Transaction of ₹18988 from card 4000968296026728 at 00:30  with unusual spending . Marked as Fraud.,4000968296026728 | T100584 | 18988 | 19 | 00:30 | 0.5 | 0.43 | 1578 | 3 | 0 | 0 | 11 | 1
4000754156211651,T100585,35835,16,02:15,0.43,0.6,1077,4,0,0,6,0,Not Fraud,Transaction of ₹35835 from card 4000754156211651 at 02:15   . Marked as Not Fraud.,4000754156211651 | T100585 | 35835 | 16 | 02:15 | 0.43 | 0.6 | 1077 | 4 | 0 | 0 | 6 | 0
4000582275910205,T100586,47395,8,23:50,0.46,1.0,480,1,1,0,10,0,Fraud,Transaction of ₹47395 from card 4000582275910205 at 23:50 from high-risk country  . Marked as Fraud.,4000582275910205 | T100586 | 47395 | 8 | 23:50 | 0.46 | 1.0 | 480 | 1 | 1 | 0 | 10 | 0
4000611635203107,T100587,83142,1,20:15,0.21,0.77,1467,4,0,0,2,0,Fraud,Transaction of ₹83142 from card 4000611635203107 at 20:15   . Marked as Fraud.,4000611635203107 | T100587 | 83142 | 1 | 20:15 | 0.21 | 0.77 | 1467 | 4 | 0 | 0 | 2 | 0
4000433670331254,T100588,86099,16,23:50,0.37,0.4,1354,4,1,0,13,1,Fraud,Transaction of ₹86099 from card 4000433670331254 at 23:50 from high-risk country with unusual spending . Marked as Fraud.,4000433670331254 | T100588 | 86099 | 16 | 23:50 | 0.37 | 0.4 | 1354 | 4 | 1 | 0 | 13 | 1
4000545386964769,T100589,18055,9,02:15,0.37,0.83,1275,3,0,0,13,0,Fraud,Transaction of ₹18055 from card 4000545386964769 at 02:15   . Marked as Fraud.,4000545386964769 | T100589 | 18055 | 9 | 02:15 | 0.37 | 0.83 | 1275 | 3 | 0 | 0 | 13 | 0
4000400401507048,T100590,37941,13,02:15,0.05,0.17,1831,1,0,0,13,0,Not Fraud,Transaction of ₹37941 from card 4000400401507048 at 02:15   . Marked as Not Fraud.,4000400401507048 | T100590 | 37941 | 13 | 02:15 | 0.05 | 0.17 | 1831 | 1 | 0 | 0 | 13 | 0
4000694854998490,T100591,70740,11,16:00,0.77,0.03,890,3,0,0,3,0,Fraud,Transaction of ₹70740 from card 4000694854998490 at 16:00   . Marked as Fraud.,4000694854998490 | T100591 | 70740 | 11 | 16:00 | 0.77 | 0.03 | 890 | 3 | 0 | 0 | 3 | 0
4000583157171469,T100592,65610,13,12:30,0.42,0.2,1807,0,0,0,2,1,Fraud,Transaction of ₹65610 from card 4000583157171469 at 12:30  with unusual spending . Marked as Fraud.,4000583157171469 | T100592 | 65610 | 13 | 12:30 | 0.42 | 0.2 | 1807 | 0 | 0 | 0 | 2 | 1
4000757475491416,T100593,35011,10,12:30,0.82,0.34,1991,0,0,0,12,0,Not Fraud,Transaction of ₹35011 from card 4000757475491416 at 12:30   . Marked as Not Fraud.,4000757475491416 | T100593 | 35011 | 10 | 12:30 | 0.82 | 0.34 | 1991 | 0 | 0 | 0 | 12 | 0
4000909309400638,T100594,59131,4,08:45,0.85,0.51,925,1,0,0,3,0,Fraud,Transaction of ₹59131 from card 4000909309400638 at 08:45   . Marked as Fraud.,4000909309400638 | T100594 | 59131 | 4 | 08:45 | 0.85 | 0.51 | 925 | 1 | 0 | 0 | 3 | 0
